body,title 
"
[email protected]

El gobierno federal planea que, con apoyo del Congreso de la Unión, se promuevan acciones legislativas, operativas y orgánicas presupuestales para consolidar una unidad policial especializada en investigación de lavado de dinero, es decir, la creación de una guardia de finanzas.

Así lo establece la adenda a la Estrategia Nacional de Seguridad Pública (ENSP), que envió el Ejecutivo federal al Senado para su análisis, discusión y posible aprobación.

Señala que propondrán una ley federal de combate al conflicto de intereses para limitar las adquisiciones directas y, en su caso, propiciar su revisión por parte de los órganos fiscalizadores, para investigar y clausurar las empresas fantasmas.

“Es necesario centralizar las instancias de contraloría, fortalecer mecanismos fiscalizadores, como la Secretaría de la Función Pública y la Auditoría Superior de la Federación (ASF), así como ampliar el radio de acción de la Unidad de Inteligencia Financiera (UIF) de la Secretaría de Hacienda, la cual desde su creación se ha concentrado en detectar la evasión fiscal (...) En esta administración su actuación debe permitir debilitar los esquemas de financiamiento del crimen organizado”, se lee en el texto.
 


La adenda resalta que se establecen como “obligatoriedad” las declaraciones patrimoniales, fiscal y de conflicto de intereses de todos los servidores públicos, eliminar el fuero de altos funcionarios, fomentar la colaboración internacional para erradicar los paraísos fiscales, monitorear en tiempo real el dinero para adquisiciones y realizar verificaciones obligatorias de los precios de mercado antes de cualquier adquisición.

Al reconocer el Ejecutivo federal que los índices de violencia y los asesinatos ubican a México en niveles históricos de criminalidad y entre los países más inseguros del mundo es que se considera que ante este panorama la “regeneración moral” es un medio y un propósito que persigue este gobierno para reducir la crisis de inseguridad, “con independencia de crear una constitución moral”, que proponga nuevas actitudes en la relación entre individuos y el colectivo.

Además de enfatizar en la cultura cívica y ética, en los programas de estudio, en la comunicación oficial y en la intención ejemplificante de un gobierno austero, honesto, transparente, incluyente, respetuoso de las libertades, apegado a derecho, “será una convocatoria permanente a toda la sociedad para retomar principios gregarios y remontar el grave deterioro del tejido social”, destaca.

El documento, enviado a la Comisión de Seguridad del Senado, sostiene que como parte de la estrategia nacional se contempla eliminar las diferencias salariales “abismales” entre un agente del Ministerio Público federal, un policía federal y un juez federal, dependiendo de su rango y nivel, por lo que se requerirá de una “reforma histórica” para que a los abogados les resulte más atractivo ser fiscal federal que juez federal, y que sus carreras no sean tan distintas, además de revisarse las condiciones salariales y prestaciones de los integrantes de las diferentes instituciones policiacas.

Añade que en otros países han funcionado los nuevos modelos de justicia debido a que no sólo tienen percepciones similares, sino a que se les capacita en troncos comunes y en la homologación de procesos, con la intención de que todo el sistema en la materia hable el mismo idioma, pues está comprobado que, de no hacerse así, la impunidad en el país seguirá siendo un “grave problema”.

Sistema de información. También puntualiza que para evitar que sean recontratados aquellos efectivos policiales sometidos a procesos o sancionados se debe establecer constitucionalmente un Sistema Nacional de Información en Seguridad Pública, en donde participen los tres órdenes de gobierno, para un modelo de información con acceso a los actores involucrados en materia policial, procuración y administración de justicia.

“No se puede entender un eficaz combate a la delincuencia si no existe un mecanismo de información útil, ágil y confiable. En este punto debemos exhortar a los tres órdenes de gobierno a trabajar de manera conjunta, coordinada y sin regateos; de lo contrario, todos los esfuerzos pudieran derivar en acciones ineficaces”, indica el documento.

En la adenda se afirma que es “imperativo” alinear la estrategia nacional para generar la mejor coordinación institucional entre los responsables de aplicarla, así como “imponer orden” en el gobierno federal, para terminar con el “bandidaje oficial”, la corrupción, impunidad y el influyentismo, e impulsar la dignificación y mejoramiento de los cuerpos de seguridad.

El texto sustituye la palabra militar por civil en cuanto a la Guardia Nacional se refiere e incluye lo derivado de las leyes aprobadas en extinción de dominio y la reforma al artículo 19 constitucional en materia de prisión preventiva oficiosa, con la intención de combatir los delitos señalados en ambas normas.
",Gobierno federal va ahora por una guardia antilavado
"
El actor y comediante Xavier López ""Chabelo"" dijo a sus seguidores en redes sociales que no crean los cuentos chinos pues está recuperándose de una operación programada.
El actor que condujo el programa ""En familia con Chabelo"" por más de 45 años aseguró que no está grave ni de emergencia, esto luego que se difundiera una información donde se señaló que había sometido a una operación reciente, la cual fue realizada en marzo. 
""Chabelo"" dijo que le hubiera encantado estar con sus compañeros en la rueda de prensa de una película y al mismo tiempo agradeció a sus seguidores el haberse preocupado. 

Xavier López se despidió en diciembre de 2015 de su longevo programa ""En familia con Chabelo"". El pasado 17 de febrero el actor y comediante cumplió 84 años. 
 



Artículo


Chabelo cumple 84 años y los memes se lo recuerdan

Espectáculos











nrv
","No estoy ni grave, ni de emergencia: ""Chabelo"""
"
Por error, le piden Erasmo Catarino que se eche un rap
El nuevo look de Erasmo Catarino, el egresado de La Academia de Azteca ha provocado algunas confusiones. A veces en broma pero otras no tanto, al cantante de regional mexicano lo han confundido con el rapero Aczino. En su nuevo video, ""Jugué a perder"", Catarino luce con un gran parecido a Aczino por lo que hasta en los comentarios de YouTube hay comentarios sarcásticos en los que le preguntan por qué cambió de género mientras que otros le piden de plano que se eche un rap.

Una cosa es Jesse y otra muy diferente, Joy
La dupla de hermanos ""Jesse y Joy"" son complices musicales y también en la vida diaria. Pero hay algo en lo que son totalmente distintos: su manera de enfrentar al público. Eso se puede ver cada que dan entrevistas, ya que aunque sobre el escenario Joy es la que está frente al dueto por ser la voz principal, debajo del escenario es Jesse quien siempre se muestra más extrovertido al punto de que su hermana lo tiene que callar de vez en cuando y le pide que le deje la palabra.
Ana Bárbara contra la anorexia
Durante un programa de televisión la cantante mexicana Ana Bárbara confesó que sufrió de anorexia e incluso tuvo que internarse en una clínica especializada en el tema, para superar su problema.
La cantante afirma que todo inició cuando participó en Miss México, pero se dio cuenta de sus problemas alimenticios muchos años después. Además aseguró que en la actualidad se encuentra muy bien de salud, sin embargo, no puede bajar la guardia porque sabe que la anorexia podría regresar.
","Por error, le piden Erasmo Catarino que se eche un rap"
"

Lima.— Luto, sorpresa y conmoción. Así vivieron ayer los peruanos la jornada que comenzó con la noticia del suicidio del expresidente Alan García, quien se disparó en la cabeza cuando iba a ser detenido, en medio de acusaciones de corrupción.

“Se lamenta informar del fallecimiento del expresidente García a las 10:05 locales por hemorragia cerebral masiva por proyectil de arma de fuego y paro cardiorrespiratorio”, señaló el Ministerio de Salud. Decenas de simpatizantes reunidos afuera del Hospital Casimiro Ulloa, en Lima, lloraron tras el anuncio.

El presidente Martín Vizcarra se dijo “consternado” por la noticia, declaró tres días de duelo nacional desde hoy y hasta el viernes, y dispuso otorgar a García las honras fúnebres que corresponden a un presidente en ejercicio. Sin embargo, la familia del exmandatario rechazó la idea.

El secretario personal de García, Ricardo Pinedo, dijo que el funeral será el viernes, luego de que los restos sean velados día y medio en la Casa del Pueblo, sede del Partido Aprista Peruano (PAP) que lideraba el exmandatario. García acusó a Vizcarra de estar detrás de la investigación en su contra. “El presidente García tomó una decisión de dignidad y de honor. Un acto de honor frente a una persecución fascista”, señaló Mauricio Mulder, congresista del partido aprista.

La fiscalía investigaba si García había recibido sobornos de Odebrecht, la constructora brasileña que pagó dádivas en una docena de países de América Latina para adjudicarse grandes contratos en obras públicas.

El Poder Judicial ya había dictado 18 meses de impedimento de salida del país contra García en noviembre del año pasado. Al conocer dicha resolución, el dos veces exjefe del Estado (1985-1990 y 2006-2011) solicitó asilo diplomático en la embajada de Uruguay, beneficio que el gobierno de ese país le negó el 3 de diciembre de 2018.

Temprano se conoció que el Poder Judicial ordenó la detención preliminar por 10 días contra García y otros funcionarios. La decisión judicial fue autorizada a pedido del fiscal del equipo especial Lava Jato José Domingo Pérez, quien investiga al exmandatario por los presuntos delitos de lavado de activos, tráfico de influencias y colusión en el marco del caso Odebrecht.

El ministro del Interior, Carlos Morán, explicó en conferencia de prensa que cuando el equipo fiscal ingresó ayer junto a la policía al primer piso de la mansión de García, quien se encontraba en el segundo piso, éste dijo que “iba a hacer una llamada a su abogado, ingresó y se encerró” en su dormitorio. “A los pocos minutos se escuchó un disparo”, dijo Morán. Cuando la policía ingresó a la habitación lo encontró sentado bañado en sangre. Tenía seis armas para las cuales tenía permiso de portación, según su secretario Ricardo Pinedo.

La noche previa a su suicidio, García dijo en una entrevista con la radio local RPP que era cristiano y que no tenía miedo de ser detenido. “Creo en la vida después de la muerte... tener miedo [a una detención] no lo encontrará en mí. Y creo tener un pequeño sitio en la historia de Perú”, indicó.

Líderes mundiales expresaron su pesar por la muerte de García. Por parte de México, el subsecretario para América Latina y el Caribe de la Secretaría de Relaciones Exteriores, Maximiliano Reyes, tuiteó: “Lamentamos profundamente el fallecimiento del expresidente de Perú, Alan García, hacemos votos para que sus familiares y amigos encuentren pronta resignación”.

El secretario general de la Organización de los Estados Americanos (OEA), Luis Almagro, externó su “dolor y... condolencias”. El presidente ecuatoriano, Lenín Moreno, dijo que “sin duda lo vamos a extrañar”, y que “cada quien escoge la forma de vivir y de morir”.
",Conmoción en Perú por suicidio de expresidente
"[email protected]
El maíz y el cacao se hermanan en una bebida. Es como juntar el río con las nubes; es calidez, suavidad y dulzura en un sorbo. Así es el popo, brebaje ancestral del pueblo chinanteco que habita San Felipe Usila, comunidad de la Cuenca del Papaloapan.
Aunque el popo es una bebida compartida entre comunidades de la región de la Cuenca, tanto de Oaxaca como de Veracruz,  en Usila tiene un sello especial: su modo de preparación es un rito de tres días que sólo conservan algunas familias y son las mujeres quienes lo preservan.
Maura Bautista, de 78 años,  mantiene esta tradición. Junto a su hija Cleofas Feliciano alista su bebida predilecta que,  aunque originalmente se prepara a fines de año cuando se cosecha el cacao que crece de manera silvestre, algunas familias como la de ella guardan un poco  de grano  para disfrutar de  la cálida bebida en las noches frías de los primeros meses del año. 

En la cocina de madera y palma, Maura y su hija Cleofas inician la práctica ancestral que incluye la molienda y la preparación del atole de maíz, el cual se prepara en fogón a ras de suelo.
Un deleite
Las lluvias  en la zona del Papaloapan apaciguan el calor. Rodeado de cerros, el clima  es frío en Usila, por lo que   se antoja la bebida. Ataviada en su huipil tradicional de uso diario, como siempre ha vestido, Maura muestra su destreza en la cocina.
La pequeña anciana domina con maestría el vaivén en el metate, donde muele el cacao tostado un día antes, al cual se le agrega  canela y un trozo de cocolmeca, un bejuco que también crece en el campo.
Su hija,  profesora retirada, colabora en la molienda y preparación del atole de maíz. Ambas siguen paso a paso  el ritual de preparación  en su  cocina de madera y palma. Entran y salen sin perder el cuidado del atole que se espesa en un fogón a ras de suelo.

El atole de maíz, la base de la bebida, se deja espesar en un fogón a ra de suelo; ambas mujeres no pierden de vista la cocción. 
“Para mi madre es una delicia beberlo, si se le antoja hay que hacerlo, ella lo disfruta mucho; así hemos crecido, disfrutando del popo”, afirma la profesora interpretando las palabras de su madre, quien es monolingüe  del chinanteco.
Mientras cuela el atole de maíz, la maestra explica que el brebaje se sirve tradicionalmente en festividades. Para hacer siete litros, que rinde para 15 personas, se ocupan tres kilos de maíz cocido, así como cacao, arroz y maíz molido hasta el polvo; un kilo de cada uno. Según la antropóloga Juana Barona Burgos, es esta preparación ligada a la fiesta la que ha garantizado su supervivencia, ya que forma parte de los festejos importantes en la comunidad, desde celebraciones sociales y religiosas hasta  acontecimientos familiares.
Aunque en la frontera entre Veracruz y Oaxaca hay variaciones de esta bebida, como las que se consumen en San Lucas Ojitlán y San Felipe Jalapa de Díaz,  para los usileños la característica  que hace especial su receta es la espuma de cacao que se sirve para coronar el atole de maíz, pues es la única comunidad de la región con esta preparación. De hecho, el antropólogo Florentino Cruz Martínez asegura que el nombre proviene de la voz nahua popocti: “cosa que hace espuma”.

Cuando el maíz está listo, posteriormente se cuela para sustraer una especie de masilla que después se utilizará para cocer unas bolitas que acompañan la bebida; nada se desperdicia.
Esa espuma del cacao  nace del movimiento del molinillo. Está lista luego de batirlo durante  varios minutos, después el atole tibio de maíz se sirve en  una jícara  y sobre el líquido se vierte la abundante espuma que permanece sin desvanecerse durante la degustación.
Pero en esta  cocina nada se desperdicia. Con el colado del maíz, una especie de masilla,  las mujeres forman bolitas que se asan en las brasas  de  la leña que sirvió para la cocción del atole. Éstas  acompañan la bebida.
Con la tranquilidad de sus años, Maura se sienta y disfruta del brebaje que aprendió a preparar desde niña, casi como un deber heredado, conocimientos que  ya son parte de su tradición gastronómica.

Con la masa que surge del colado del máiz se forman bolitas que se asan en las brasas de la leña que sirvió para la cocción del atole, éstas acompañan la bebida. 
A la mujer sólo le inquieta una cosa, que este ritual se pierda con el tiempo. “El aprendizaje debe ser por voluntad, no a la fuerza”, dice su hija   respecto a las nuevas generaciones y  su poco  interés para aprender y conservar la gastronomía del pueblo. Con el paso del tiempo es menos común que conozcan y reproduzcan estos saberes.
De acuerdo con Longino Tenorio,  promotor cultural de la Unidad Regional de Culturas Populares de la Cuenca, contrario a lo que pasa con el  caldo de piedra, otro platillo emblemático del municipio donde los hombres son los encargados,  en la preparación del  popo las mujeres desempeñan el rol central y  ellos sólo  ayudan con el acarreo de algunos insumos del campo.
Aunque el legado culinario de los pueblos  de Oaxaca  ha sido documentado y en el caso del popo su receta incluso aparece en  el libro Tesoro Gastronómico de México, en Usila no existen estrategias orientadas a garantizar su conservación y protección, legando la responsabilidad a las comunidades y en particular a las mujeres.

Para la comunidad usileña, la espuma del cacao hace especial su receta, que se sirve para coronar el atole de maíz; es la única comunidad con esta preparación.
A nivel estatal, recién se presentó en el Congreso una iniciativa para que la Secretaria de Cultura proteja los saberes de pueblos originarios, como su legado gastronómico,  pero aún no se especifican los mecanismos para su protección.
","Popo, bebida de fiesta y tradición en la Cuenca oaxaqueña"
"Fue el 18 de noviembre de 1994 cuando Diana Laura, viuda del candidato presidencial Luis Donaldo Colosio, murió rodeada por sus familiares y seres queridos en el Hospital Médica Sur, así lo señala Fernando Gamboa para Milenio.
Misael Uribe, el médico que atendió a Diana Laura, afirmó que ""el tumor maligno detectado en el páncreas en marzo de 1990 generó metástasis en el hígado y los ganglios retroperitoneales, desnutrición avanzada e insuficiencia hepática, causando el deceso. Su estado de salud se agravó en los últimos meses, después de que su esposo fue abatido de dos balazos el 23 de marzo en Tijuana, agregó el médico"", señala el diario El Tiempo.
Anatómicamente, el páncreas está ubicado detrás del estómago y casi pegado a la columna vertebral. Debido a esto, al crecer el tumor, los síntomas que genera son muy vagos y genéricos.
“Se puede expresar simplemente como dolor genérico en la zona de la boca del estómago. Se confunde usualmente con una gastritis; por lo tanto, las personas toman una sal de Andrews y no le prestan más atención”, explica Juan Carlos Samamé, médico oncólogo del Centro Oncológico Aliada a El Comercio.
“El único tratamiento con intención curativa para el cáncer de páncreas es extirpar el tumor”, asevera Paul Pilco, cirujano oncólogo abdominal de Oncosalud.
No obstante, la operación no siempre es viable, aunque el cáncer no se haya diseminado a otros órganos (metástasis). Y es que existe el riesgo de que durante el estadio 3 –cuando se ha comprometido a los ganglios cercanos– el tumor esté afectando a los vasos sanguíneos de la zona. Si es así, no puede extirparse y es tratado como un estadio 4 –cuando ya ha hecho metástasis.
Fidel Saramaniego narra para EL UNIVERSAL que en la última conversación que tuvo Diana Laura con Colosio, por medio de una llamada de larga distancia, ella le comunicó una buena noticia: 'Te tengo dos noticias, una buena y una mala, ¿cuál quieres primero?', preguntó a su marido. Él le respondió que la buena por supuesto. 'Pues hoy fui a consulta con el doctor. Tenía el resultado de los últimos estudios, me dijo que estoy muy bien, que voy cada vez mejor, que no tengo ni orzuela'.
Diana Laura murió a los 34 años, ocho meses después del asesinato de su esposo, dejando así dos hijos huérfanos.
",
"
El fiscal general de Estados Unidos, Bill Barr, dijo este jueves que el informe del fiscal especial Robert Mueller concluyó que no hubo colusión entre la campaña de Donald Trump y los rusos en las elecciones de 2016.
""El informe del fiscal especial afirma que la investigación no estableció que miembros de la campaña conspiraran o estuvieran coordinados con el gobierno ruso en sus actividades de interferencia en las elecciones"", dijo Barr en una rueda de prensa.
El fiscal general afirmó que Trump no actuó para frustrar la investigación de Mueller, en medio de las acusaciones sobre obstrucción a la justicia.
""Hay pruebas sustanciales que muestran que el presidente estaba frustrado y enojado por la convicción de que la investigación estaba lastrando su presidencia, que era impulsada por sus opositores y que fue alimentada por filtraciones ilegales"", dijo Barr antes de la publicación del informe Mueller.
Sin embargo, el fiscal general indicó que la Casa Blanca ""cooperó"" plenamente con la investigación especial.
""El presidente no emprendió ninguna acción que privara al fiscal especial de documentos o de los testigos necesarios para completar su investigación"", dijo Barr.
Barr señaló que los abogados del presidente estadounidense tuvieron acceso a una versión editada del informe del fiscal especial Robert Mueller antes de su publicación este jueves.
La Casa Blanca no hizo ningún cambio en el informe fiscal ni tampoco ejerció el privilegio del ejecutivo de proteger información, indicó el fiscal general.
Las dudas y la sospecha han seguido flotando en el aire pese a que Barr aseguró el 24 de marzo que la investigación de Mueller no encontró colusión criminal alguna de la campaña de Trump con Rusia, y que la evidencia de obstrucción a la justicia por parte del presidente estadounidense es insuficiente.
El esperado informe será entregado Congreso a las 11:00 ó 12:00 locales.

 
",Casa Blanca “cooperó” en investigación sobe trama rusa: Fiscal de EU
" 0 % PULSO SOCIAL0 Jason Momoa es un actor que a primera vista, impacta con su físico. Un hombre musculoso, de 1.93 metros de estatura, no pasa desapercibido.
La cicatriz en su ceja, su cabello y su barba se convirtieron en una especie de sello personal, gracias a roles como los de Aquaman o el mismísimo Khal Drogo, en Game of Thrones.
",
"El tiempo de revisión durante la verificación vehicular se ha prolongado en más de 10 minutos, lo que provoca tiempos de espera más largos, esto por las revisiones mecánicas que ya se incluyen a los automóviles por nuevas disposiciones ambientales.
El secretario de Desarrollo Sustentable, Marco del Prete Tercero, explicó que son más de 10 minutos, por turno, lo que ocupan los operadores de los verificentros para el proceso de verificación, no solo de los niveles contaminantes, sino de las condiciones mecánicas del automóvil.
“Debido a la aplicación de las normas los tiempos de verificación han aumentado, estamos trabajando con los propios verificentros para buscar cómo disminuirlos porque ahora agrega un componente de medición que es un procedimiento adicional que la condición física del vehículo, toma alrededor de 10 minutos y esos 10 minutos se suman al tiempo de verificación”.
Por ello, el secretario conminó a la ciudadanía a programar sus visitas a través del esquema de citas que tiene la Secretaría de Desarrollo Sustentable, y que se puede revisar en la página www.queretaro.gob.mx/sedesu.
“Se revisa el estado físico del vehículo, que no tengan fugas de aceite, las llantas en buen estado, etcétera una revisión visual, los invitaría a que no esperen al último día para verificar; los últimos 10 días de cada periodo no hay citas porque se saturaría el sistema, los demás días están disponibles las citas para el momento en que mejor les acomode”, indicó.



Artículo


Querétaro, lugar 2 en normas ambientales 


Metrópoli


IMCO reconoce al estado por las acciones en la materia: Del Prete 







Recordó que la Norma Oficial Mexicana (NOM) 087 de la Secretaría de Medio Ambiente y Recursos Naturales (Semarnat) sufrió algunas modificaciones ampliando los alcances de los concesionarios de verificentros.
Además de tener dos instancias que vigilan el buen funcionamiento de los centros de verificación para garantizar que cumplan con los estándares de medición.
“La norma oficial se modificó y le cede facultades a Profepa (Procuraduría Federal de Protección al Ambiente) para verificar la norma, al estar inscritos a la Comisión Ambiental de la Megalópolis (CAME) tenemos la obligación de cumplir la NOM 087 de la Semarnat”.
Por tanto, dijo, hay dos entidades que verifican el cumplimiento de los verificentros, uno es la Entidad Mexicana de Verificación que garantiza que los aparatos midan lo que dicen que miden, y Profepa revisa los procedimientos de los verificentros.
De acuerdo con los últimos datos de Sedesu, indicó, cerca del 80% de los sujetos obligados de verificación han cumplido, un porcentaje superior al de periodos anteriores.
",Se elevan los tiempos para verificación vehícular 
"Luego de que recientemente arrasara en las plataformas digitales con una fotografía en la que apareció desnuda, la playmate Celia Lora volvió a desafiar la censura de Instagram.
A través de esta red social, publicó una imagen en la que mostró toda su desnudez, pero, dadas las políticas del portal, difuminó sus sensuales atributos.
Y es que durante su visita a Serenity Beach Club, en Quintana Roo, aprovechó las paradisíacas playas del lugar para tomarse algunas fotografías.
La instantánea estuvo acompañada de un fragmento de la canción ""Moonlight drive"" del grupo The Doors, sin embargo, fue la espectacular anatomía de la hija de Alex Lora lo que cautivó a sus fans.

 
 
 

Ver esta publicación en Instagram

Una publicación compartida de Celia Lora (@celi_lora) el 17 Abr, 2019 a las 12:00 PDT



 
 
 

Ver esta publicación en Instagram

Una publicación compartida de Celia Lora (@celi_lora) el 15 Abr, 2019 a las 1:53 PDT



 
 
 

Ver esta publicación en Instagram

Una publicación compartida de Celia Lora (@celi_lora) el 31 Mar, 2019 a las 2:03 PDT


",
"
[email protected]

La Dirección Federal de Seguridad (DFS) detectó que en diciembre de 1971, Genaro Vázquez, líder de la guerrilla Asociación Cívica Nacional Revolucionaria en Guerrero, planeó secuestrar a Emilio Azcárraga Vidaurreta, dueño en ese entonces de Telesistema Mexicano, antecesora de Televisa.

El expediente que la DFS elaboró del empresario y su hijo Emilio Azcárraga Milmo, detalla que tras una detención de Eliseo Jesús de la Cruz, militante de ese grupo guerrillero, en Xalapa, Veracruz, se le encontraron recortes de periódico con la fotografía de Azcárraga Vidaurreta, por lo que supuestamente confesó que ese grupo planeaba secuestrarlo.

“En relación con la detención de Eliseo Jesús de la Cruz, miembro del grupo de Genaro Vázquez Rojas, elementos de la DFS encontraron en la bolsa de uno de los pantalones del detenido tres recortes de periódico, entre ellos una fotografía del Sr. Emilio Azcárraga. Durante la madrugada del día de hoy, al ser entrevistado por agentes de la DFS, manifestó que Genaro Vázquez Rojas le había comunicado los planes para secuestrar al señor Emilio Azcárraga”, dice el reporte.

El documento firmado por Luis de la Barreda Moreno, entonces titular de la DFS, señala que en el interrogatorio el detenido confesó que el líder guerrillero comentó a sus seguidores que entre las personas que consideraba “conveniente” y “muy productivo secuestrar” estaban el licenciado Miguel Alemán Valdés, Emilio Azcárraga y una persona “que tiene sus residencia por el rumbo del hotel Las Brisas de Acapulco, Guerrero”.

El reporte de la DFS afirma que según lo dicho por el guerrillero, Genaro Vázquez no volvió a comentar el posible secuestro de los empresarios y no se hicieron planes para ello, “y la razón por la que el interrogado tenía en su poder la fotografía de Azcárraga se debe a que varios días después de la conversación aludida, tanto él como Samuel Adame [otro guerrillero] la vieron en el periódico y la recortaron por si Genaro Vázquez insistía en el proyecto del plagio”.

En la página siguiente, la DFS indicaba el nombre y alías de una docena de integrantes de la Asociación Cívica Nacional Revolucionaria, pero también del Partido de los Pobres, otro grupo guerrillero comandado por Lucio Cabañas, a quienes se les señalaba como “culpables de la comisión de los delitos previstos por los artículos 302, 288 y 367 del Código Penal Federal”.
 

En la caja 3 del Fondo de la DFS en el Archivo General de la Nación se informa que el empresario y su hijo fueron espiados por el Estado mexicano a partir de 1954, incluso en las juntas con sindicatos de trabajadores de la televisora y hasta en reuniones con inversionistas

En el expediente también se encuentra una copia de la escritura de la sociedad que hizo Azcárraga con otros empresarios para crear “Televisora del Norte” donde se indica el número de acciones que adquirió cada inversionista y una relación de empresarios, que incluía las direcciones de sus casas y sus teléfonos.

Seguimiento y vigilancia a propiedades. La Dirección Federal de Seguridad vigilaba los movimientos en propiedades de toda la familia; por ejemplo, en el reporte hecho el 13 de septiembre de 1975, tres elementos de la DFS detallan que de las 13:00 a las 20:00 horas se “efectuó una vigilancia en el rancho de la familia Azcárraga, el cual queda ubicado en avenida Juárez, San Mateo Tecoloapan, sin observar ningún incidente fuera de lo normal.

“El día de mañana se suspende el servicio de vigilancia en el rancho y se reanudará el lunes 15 a partir de las 8:00 horas”.

En el documento desclasificado se describe cómo elementos de la Dirección Federal de Seguridad también se infiltraban en las revisiones de los contratos colectivos de gremios y las empresas de Azcárraga Vidaurreta, como el Sindicato Único de Trabajadores de la Música, como ejemplo está la reunión del 10 de octubre de 1963, efectuada en las oficinas de Televicentro, en la que se documentó que éstas se llevaban de forma cordial.

“El sector obrero está formado por 10 elementos y por la empresa aludida asisten Emilio Azcárraga padre e hijo, y tres abogados”.

Vecinos reclamaban terrenos donde se construía el Estadio Azteca. En el archivo de 177 fojas se detalla la queja que presentaron comuneros de Santa Úrsula, en la entonces delegación política de Coyoacán, quienes alegaban ser dueños de los terrenos y contar con los títulos de propiedad donde se construía el Estadio Azteca, propiedad del magnate televisivo.

“Los vecinos de la comunidad han presentado los títulos de dominio de los vecinos del pueblo de Santa Úrsula, del año de 1827 y que se refieren a los títulos expedidos en el año de 1589 en la Ciudad de México de la Nueva España”.
",Guerrilleros de Genaro Vázquez planeaban secuestrar a Emilio Azcárraga
"
Agentes de la Policía de Investigación (PDI) buscan a una mujer, quien la víspera presuntamente robó a una bebé de ocho meses de edad, mientras se encontraba al cuidado de dos familiares en la colonia Doctores, en la alcaldía Cuauhtémoc.
Testimonios refieren que la madre llevaba a su hija y a dos sobrinos —de seis y 15 años— a un hospital para visitar a su hermana; sin embargo, no se les permitió el acceso a los niños, por lo que los dejó en la vía pública y al salir, a las 16:00 horas, elementos policiales los auxiliaban, pues narraron que una mujer se había llevado a la bebé.
El agente del Ministerio Público, de la Coordinación Territorial en Cuauhtémoc Ocho, inició la carpeta de investigación por el delito de sustracción de menor y dio intervención a agentes de la PDI para que mediante trabajos de inteligencia ubiquen el paradero de la mujer y la menor.

lr.
 
",Indagan robo de una bebé de ocho meses en la Doctores
